study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB11841	ERP013257	SAMEA103936742	ERS1625910	ERX1961576	ERR1901205	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	90387	45352650	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-47	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-47	9892588;12948379	eef79e2f8abec6471ed258e979eed8c2;cd3a746715717e772c0885b0f70ec6e9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901205/ERR1901205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901205/ERR1901205_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/005/ERR1901205/ERR1901205_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/005/ERR1901205/ERR1901205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901205/ERR1901205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901205/ERR1901205_2.fastq.gz	10143296;13271941	81b3203433db8266eb45421779665a41;3097c11149ad635c0e0001501f391797	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/94_S97_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/94_S97_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/94_S97_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/94_S97_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/94_S97_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/94_S97_L001_R2_001.fastq.gz	FASTQ;FASTQ	27057883	65ae3cb9c0aaff47e86532e350aee61b	ftp.sra.ebi.ac.uk/vol1/err/ERR190/005/ERR1901205	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/005/ERR1901205	ftp.sra.ebi.ac.uk/vol1/err/ERR190/005/ERR1901205				94		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936743	ERS1625911	ERX1961577	ERR1901206	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	110224	55304078	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-48	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-48	11699931;15669485	0659c3ef2b87b0d8a362da8d9067a869;f379cf65c73d07cc049d597e631583c0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901206/ERR1901206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901206/ERR1901206_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/006/ERR1901206/ERR1901206_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/006/ERR1901206/ERR1901206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901206/ERR1901206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901206/ERR1901206_2.fastq.gz	11995828;16051873	201a4e315ac1b50b0827a53d16845d5f;ccf531cf6c8a3b966a0dd1ce0beb43e3	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/95_S98_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/95_S98_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/95_S98_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/95_S98_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/95_S98_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/95_S98_L001_R2_001.fastq.gz	FASTQ;FASTQ	32865652	f0ac3f947e9ed6a27de92cae48956568	ftp.sra.ebi.ac.uk/vol1/err/ERR190/006/ERR1901206	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/006/ERR1901206	ftp.sra.ebi.ac.uk/vol1/err/ERR190/006/ERR1901206				95		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936744	ERS1625912	ERX1961578	ERR1901207	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	118440	59429577	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-49	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-49	11810861;16324172	063378fa9c18aef1e57f23369893c7f3;c17fba804fb2b45a14def42d7079af9d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901207/ERR1901207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901207/ERR1901207_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/007/ERR1901207/ERR1901207_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/007/ERR1901207/ERR1901207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901207/ERR1901207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901207/ERR1901207_2.fastq.gz	12118868;16732085	d7aa05ff6a276b6ed1137d627ad16a4a;a16eb9fcd763d916b78e312890e8c6ca	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/96_S99_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/96_S99_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/96_S99_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/96_S99_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/96_S99_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/96_S99_L001_R2_001.fastq.gz	FASTQ;FASTQ	34391574	d04e6b868b6509be6b9016be89b10524	ftp.sra.ebi.ac.uk/vol1/err/ERR190/007/ERR1901207	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/007/ERR1901207	ftp.sra.ebi.ac.uk/vol1/err/ERR190/007/ERR1901207				96		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936745	ERS1625913	ERX1961579	ERR1901208	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	114878	57644994	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-50	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-50	11899334;15775934	37a81da89bcc1f5f95e7a2db76934caf;11f58d1c01e2da27d1cd8259276a98c9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901208/ERR1901208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901208/ERR1901208_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/008/ERR1901208/ERR1901208_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/008/ERR1901208/ERR1901208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901208/ERR1901208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901208/ERR1901208_2.fastq.gz	12193899;16171687	2726b2ddd0f86ab8bdfe9f46d99d49ba;70bcc2f872c6646491039cbdac0a49b3	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/97_S100_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/97_S100_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/97_S100_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/97_S100_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/97_S100_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/97_S100_L001_R2_001.fastq.gz	FASTQ;FASTQ	33541208	df68a74dcb92c11cf9259df2237112e3	ftp.sra.ebi.ac.uk/vol1/err/ERR190/008/ERR1901208	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/008/ERR1901208	ftp.sra.ebi.ac.uk/vol1/err/ERR190/008/ERR1901208				97		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936746	ERS1625914	ERX1961580	ERR1901209	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	123126	61782973	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-51	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-51	12535017;16799383	55c16943eb9dba9c7f54380746b279a8;5c6f51e611f0699eec04c1de8bd47c0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901209/ERR1901209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901209/ERR1901209_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/009/ERR1901209/ERR1901209_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/009/ERR1901209/ERR1901209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901209/ERR1901209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901209/ERR1901209_2.fastq.gz	12857388;17222719	80ed27744daecdce0a7880b54574eba5;17672945989aaa5c45bc22d175a9e6c3	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/98_S101_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/98_S101_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/98_S101_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/98_S101_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/98_S101_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/98_S101_L001_R2_001.fastq.gz	FASTQ;FASTQ	35678089	519a6105fbfdf134612cc5ecff75a9d7	ftp.sra.ebi.ac.uk/vol1/err/ERR190/009/ERR1901209	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/009/ERR1901209	ftp.sra.ebi.ac.uk/vol1/err/ERR190/009/ERR1901209				98		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936747	ERS1625915	ERX1961581	ERR1901210	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	116308	58359500	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-52	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-52	12327972;16442148	d9ab965e5296ea0fd882ea4dd62cf750;ebb8276e63757b12f887f09f594fdaef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901210/ERR1901210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901210/ERR1901210_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/000/ERR1901210/ERR1901210_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/000/ERR1901210/ERR1901210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901210/ERR1901210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901210/ERR1901210_2.fastq.gz	12633624;16851320	95aef866a9b61aea2e41074dd2b58c2a;0d1d74f71e0499326be8e0b67f006321	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/99_S102_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/99_S102_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/99_S102_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/99_S102_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/99_S102_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/99_S102_L001_R2_001.fastq.gz	FASTQ;FASTQ	34298896	5cc86040712fbfa5769b45877e68868d	ftp.sra.ebi.ac.uk/vol1/err/ERR190/000/ERR1901210	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/000/ERR1901210	ftp.sra.ebi.ac.uk/vol1/err/ERR190/000/ERR1901210				99		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936748	ERS1625916	ERX1961582	ERR1901211	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	93608	46970170	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-53	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-53	9302689;12846236	88ac466a47e86dc38e2b50e4a8a5de7f;772735b466d8536b4d491d45cdaa29a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901211/ERR1901211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901211/ERR1901211_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/001/ERR1901211/ERR1901211_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/001/ERR1901211/ERR1901211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901211/ERR1901211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901211/ERR1901211_2.fastq.gz	9554192;13175853	9247345add6fd75cb7a87ac0e3ab364f;9436a1811b3713166897c1fec5c91e33	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/104_S107_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/104_S107_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/104_S107_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/104_S107_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/104_S107_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/104_S107_L001_R2_001.fastq.gz	FASTQ;FASTQ	27221787	3e8626ee68a40b64655bf4641b2b829c	ftp.sra.ebi.ac.uk/vol1/err/ERR190/001/ERR1901211	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/001/ERR1901211	ftp.sra.ebi.ac.uk/vol1/err/ERR190/001/ERR1901211				104		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936749	ERS1625917	ERX1961583	ERR1901212	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	90391	45358107	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-54	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-54	9468474;12298165	77d44423bcacee6343acad2e80f065ae;4c6777dbb76b01d987778dfeae3970f8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901212/ERR1901212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901212/ERR1901212_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/002/ERR1901212/ERR1901212_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/002/ERR1901212/ERR1901212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901212/ERR1901212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901212/ERR1901212_2.fastq.gz	9714293;12613684	9e46e8125f98a6e2fe7a34ea653d96b8;cca03ff529fb3315ba476566d694fac7	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/105_S108_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/105_S108_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/105_S108_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/105_S108_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/105_S108_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/105_S108_L001_R2_001.fastq.gz	FASTQ;FASTQ	27363875	3bb85749a27fca68870da3ca3d557bbf	ftp.sra.ebi.ac.uk/vol1/err/ERR190/002/ERR1901212	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/002/ERR1901212	ftp.sra.ebi.ac.uk/vol1/err/ERR190/002/ERR1901212				105		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936750	ERS1625918	ERX1961584	ERR1901213	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	134541	67498119	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-55	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-55	13785931;18917357	92f20f1fa41c312deb8ee8740bc492a9;aed2ad885f8831fd01cbfabf60877bf5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901213/ERR1901213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901213/ERR1901213_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/003/ERR1901213/ERR1901213_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/003/ERR1901213/ERR1901213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901213/ERR1901213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901213/ERR1901213_2.fastq.gz	14132694;19380936	19367d4c10e2ec594af27097f63693b6;cce00d0649560c034e6691605fe868b9	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/106_S109_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/106_S109_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/106_S109_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/106_S109_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/106_S109_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/106_S109_L001_R2_001.fastq.gz	FASTQ;FASTQ	39900291	51a37ab3f37f3f64e288f3f58728ec65	ftp.sra.ebi.ac.uk/vol1/err/ERR190/003/ERR1901213	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/003/ERR1901213	ftp.sra.ebi.ac.uk/vol1/err/ERR190/003/ERR1901213				106		UC-FMT-study	0	2017-03-28
PRJEB11841	ERP013257	SAMEA103936751	ERS1625919	ERX1961585	ERR1901214	ERA863107	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	unspecified	0	PAIRED	AMPLICON	METAGENOMIC	PCR	101502	50929588	MEDICAL UNIVERSITY GRAZ	2017-03-28	2017-12-06	Illumina MiSeq paired end sequencing	The taxonomic composition of the donor intestinal microbiota is a major factor influencing the efficacy of faecal microbiota transplantation in therapy refractory ulcerative colitis.	ena-STUDY-MEDICAL UNIVERSITY GRAZ-23-11-2015-09:15:45:835-315	ena-EXPERIMENT-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-56	ena-RUN-MEDICAL UNIVERSITY GRAZ-28-03-2017-12:22:02:539-56	10310096;14064084	ae36209c4ef0599fbbcb16eaf355b559;332c89fe7b58456e4ca6e68d765dab93	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901214/ERR1901214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901214/ERR1901214_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/004/ERR1901214/ERR1901214_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR190/004/ERR1901214/ERR1901214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901214/ERR1901214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901214/ERR1901214_2.fastq.gz	10581956;14417847	259ac9b48244df30cf4d2b41c2eb67c4;8b1a47ba3645a9e96ae37f67efc047d6	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/107_S110_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/107_S110_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/107_S110_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/ERA863/ERA863107/fastq/107_S110_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/107_S110_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA863/ERA863107/fastq/107_S110_L001_R2_001.fastq.gz	FASTQ;FASTQ	30231517	a26e9e43dcb6b5cde662d6750101b156	ftp.sra.ebi.ac.uk/vol1/err/ERR190/004/ERR1901214	fasp.sra.ebi.ac.uk:/vol1/err/ERR190/004/ERR1901214	ftp.sra.ebi.ac.uk/vol1/err/ERR190/004/ERR1901214				107		UC-FMT-study	0	2017-03-28
